m_id,m_name,m_mail,m_password,is_active
138,sutvhigd,sutvhigd@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
139,ltfkajzj,ltfkajzj@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
140,jiknowxm,jiknowxm@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
141,fkcpnmmn,fkcpnmmn@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
142,vfemdzuc,vfemdzuc@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
143,rpkmtnee,rpkmtnee@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
144,lsyuesld,lsyuesld@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
145,vjmlqgdt,vjmlqgdt@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
146,cxbvbnvo,cxbvbnvo@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
147,xoducebz,xoducebz@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
148,kamrpioc,kamrpioc@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
149,xmyvhacc,xmyvhacc@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
150,qqzmknqa,qqzmknqa@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
151,jdhgatjt,jdhgatjt@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
152,uqkhbvvt,uqkhbvvt@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
153,yiccqzbb,yiccqzbb@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
154,zafvhjwa,zafvhjwa@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
155,nxlwlmuz,nxlwlmuz@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
156,otrlvuyi,otrlvuyi@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
157,fmbynbvf,fmbynbvf@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
158,egyequwf,egyequwf@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
159,nnztpeev,nnztpeev@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
160,oscanoqf,oscanoqf@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
161,sgvazvhe,sgvazvhe@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
162,gfcqably,gfcqably@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
163,johznvjz,johznvjz@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
164,awwafeax,awwafeax@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
165,pkbtzgat,pkbtzgat@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
166,nsqyghvy,nsqyghvy@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
167,scjsfpig,scjsfpig@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
168,egexwwox,egexwwox@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
169,njbjdque,njbjdque@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
170,mjxjvbos,mjxjvbos@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
171,ubynkdlw,ubynkdlw@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
172,fwflxdbq,fwflxdbq@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
173,lttvbmkw,lttvbmkw@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
174,bjqrulzp,bjqrulzp@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
175,ekyukjpf,ekyukjpf@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
176,ojgwatbd,ojgwatbd@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
177,plnksnmk,plnksnmk@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
178,fbtzergy,fbtzergy@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
179,kffjsqqs,kffjsqqs@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
180,bbuehmdv,bbuehmdv@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
181,tzlcpdhp,tzlcpdhp@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
182,gwpwqlxl,gwpwqlxl@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
183,zmrjyatf,zmrjyatf@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
184,vvnokanw,vvnokanw@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
185,rvxeliil,rvxeliil@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
186,yywafyti,yywafyti@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
187,igpgydxe,igpgydxe@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
188,qncuhcgt,qncuhcgt@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
189,oxfkdxsq,oxfkdxsq@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
190,anrropls,anrropls@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
191,uvyrvqsg,uvyrvqsg@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
192,mrqbocis,mrqbocis@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
193,onuhmrwu,onuhmrwu@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
194,arxdjkqz,arxdjkqz@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
195,cjwcwdkf,cjwcwdkf@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
196,juwilkqk,juwilkqk@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
197,ysiwjsaw,ysiwjsaw@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
198,mdkrhwql,mdkrhwql@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
199,uscseolc,uscseolc@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
200,cqoshqtd,cqoshqtd@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
201,zhcgoynh,zhcgoynh@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
202,cpmyfpbz,cpmyfpbz@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
203,blhkutef,blhkutef@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
204,xxoegxml,xxoegxml@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
205,iyruyhxc,iyruyhxc@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
206,abglezjs,abglezjs@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
207,urnwjahy,urnwjahy@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
208,ouwscpjp,ouwscpjp@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
209,zapvnnza,zapvnnza@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
210,kplzviaj,kplzviaj@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
211,xcfcuoks,xcfcuoks@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
212,lhszoivd,lhszoivd@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
213,aezwsbgv,aezwsbgv@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
214,mwnhbuxh,mwnhbuxh@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
215,zglhnxdx,zglhnxdx@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
216,yyocvdmo,yyocvdmo@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
217,rcymkwjr,rcymkwjr@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
218,yhesrbwj,yhesrbwj@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
219,qoxycpoj,qoxycpoj@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
220,ollclhuo,ollclhuo@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
221,tlgzomxi,tlgzomxi@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
222,umjtomzh,umjtomzh@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
223,tagryhyz,tagryhyz@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
224,cgixrefl,cgixrefl@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
225,eqeqtafb,eqeqtafb@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
226,atcclefh,atcclefh@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
227,gvxywjrt,gvxywjrt@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
228,pvuprkgi,pvuprkgi@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
229,bngadpxe,bngadpxe@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
230,xkalslub,xkalslub@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
231,vfwkcenb,vfwkcenb@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
232,mppfbzwb,mppfbzwb@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
233,ivgsrjeg,ivgsrjeg@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
234,suqhnlck,suqhnlck@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
235,qzemojpf,qzemojpf@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
236,lgtwecxe,lgtwecxe@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
237,keqzotmc,keqzotmc@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
238,nztozgap,nztozgap@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
239,ztxrrljm,ztxrrljm@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
240,qcvrqhnr,qcvrqhnr@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
241,jnvqzagm,jnvqzagm@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
242,eujqgnun,eujqgnun@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
243,nuinwbcs,nuinwbcs@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
244,gtvxymxy,gtvxymxy@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
245,zuknokok,zuknokok@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
246,lzswadpc,lzswadpc@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
247,hjdjzfvr,hjdjzfvr@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
248,kotddsyu,kotddsyu@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
249,hzpvnvub,hzpvnvub@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
250,lswqfasu,lswqfasu@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
251,fsolxylz,fsolxylz@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
252,uyotlekj,uyotlekj@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
253,ablqdhqx,ablqdhqx@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
254,vqdtronm,vqdtronm@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
255,fonhpxjz,fonhpxjz@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
256,gxbmusgf,gxbmusgf@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
257,wxmzeaga,wxmzeaga@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
258,ryvrslhh,ryvrslhh@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
259,djdejhya,djdejhya@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
260,sjcsvbtq,sjcsvbtq@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
261,consehqz,consehqz@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
262,rlpfvfdd,rlpfvfdd@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
263,weokmmbe,weokmmbe@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
264,ezbjqaiy,ezbjqaiy@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
265,nsumfyko,nsumfyko@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
266,lapmcknc,lapmcknc@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
267,ngsluyfm,ngsluyfm@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
268,fbtlqljt,fbtlqljt@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
269,rthiwtsw,rthiwtsw@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
270,zcrghgdv,zcrghgdv@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
271,pyuvqszg,pyuvqszg@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
272,dcadkghw,dcadkghw@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
273,nfpkkxmz,nfpkkxmz@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
274,bbsaytoc,bbsaytoc@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
